BASE_YEAR,PLAYER_NO,PLAYER_NM,PLAYER_GRAD_NM,PRACE_TME_CO,PRACE_DE_CO,N1R_NCNT,N1R_VICTRY_RT,N2R_NCNT,YUNDAE_RT,N3R_NCNT,THREE_YUNDAE_RT,N4R_NCNT,N5R_NCNT,N6R_NCNT,N7R_NCNT,N8R_NCNT,N9R_NCNT,DSQLFC_CO,FELOFF_ABANDN_VALUE,DEFECT_ABANDN_VALUE,PN_AFLTION_NM,PRECDNG_N1CK_NCNT,OVRTK_N1CK_NCNT,EXCD_N1CK_NCNT,DEFNS_N1CK_NCNT,WARN_NCNT,ATENT_NCNT,EVL_SCORE,GEAR_MULTIP_VALUE,TOT_RANK_CO
"2016","20020056","한은철","B3","20","60","0","0","2","3","10","20","12","14","16","6","0","0","0","0","0","9/1",,,,,,,,,
"2016","20020057","허  남","B3","21","63","1","2","1","3","10","19","9","19","12","11","0","0","0","0","0","9/2",,,,,,,,,
"2016","20020058","황종대","B1","19","59","11","19","10","36","3","41","8","10","11","6","0","0","0","0","0","9/1",,,,,,,,,
"2016","20030002","권우주","B2","16","49","9","18","11","41","5","51","6","6","4","5","0","0","3","0","0","10/1",,,,,,,,,
"2016","20030003","김경갑","A2","20","62","13","21","10","37","7","48","11","4","7","10","0","0","0","0","0","10/1",,,,,,,,,
"2016","20030004","김경진","B2","21","63","8","13","11","30","10","46","12","7","8","7","0","0","0","0","0","10/1",,,,,,,,,
"2016","20030005","김광석","A1","20.5","65","15","23","14","45","14","66","6","7","3","6","0","0","0","0","0","10/1",,,,,,,,,
"2016","20030006","박인찬","A1","19","63","12","19","8","32","7","43","8","11","11","4","1","0","0","1","0","10/1",,,,,,,,,
"2016","20030007","박일호","S2","16","49","3","6","11","29","12","53","10","5","5","3","0","0","0","0","0","10/1",,,,,,,,,
"2016","20030008","박정욱","A3","22","67","18","27","5","34","6","43","7","16","7","8","0","0","0","0","0","10/1",,,,,,,,,
"2016","20030010","신익희","A3","19","60","7","12","10","28","8","42","5","17","6","6","0","0","1","0","0","10/1",,,,,,,,,
"2016","20030011","양승용","A2","19","59","3","5","7","17","15","42","13","11","7","2","0","0","0","1","0","10/1",,,,,,,,,
"2016","20030012","유현근","A3","15.5","45","5","11","3","18","5","29","11","9","4","6","0","0","1","1","0","10/1",,,,,,,,,
"2016","20030014","이성광","A1","18","57","14","25","11","44","4","51","4","8","8","7","0","0","1","0","0","10/1",,,,,,,,,
"2016","20030015","이제인","B1","20","58","3","5","2","9","6","19","13","12","12","9","0","0","0","1","0","10/1",,,,,,,,,
"2016","20030016","이창재","A3","22","67","6","9","3","13","6","22","6","15","16","15","0","0","0","0","0","10/1",,,,,,,,,
"2016","20030017","장용진","B1","9.5","29","4","14","7","38","8","66","3","4","2","1","0","0","0","0","0","10/1",,,,,,,,,
"2016","20030020","진성균","A1","15","43","9","21","5","33","2","37","9","3","6","6","0","0","2","3","0","10/1",,,,,,,,,
"2016","20030022","최중근","A1","21.5","68","8","12","25","49","12","66","10","5","4","4","0","0","0","0","0","10/1",,,,,,,,,
"2016","20030024","함동주","A2","17.5","54","15","28","5","37","7","50","4","6","9","7","0","0","1","1","0","10/1",,,,,,,,,
"2016","20030025","홍준민","B3","12.5","38","3","8","6","24","6","39","1","2","7","13","0","0","0","0","0","10/1",,,,,,,,,
"2016","20030026","강성배","B1","20","58","17","29","6","40","5","48","7","6","5","11","0","0","1","0","0","10/2",,,,,,,,,
"2016","20030027","강양한","B1","16","50","11","22","5","32","4","40","6","6","7","11","0","0","0","0","0","10/2",,,,,,,,,
"2016","20030029","권문석","A3","19","58","0","0","2","3","8","17","16","17","8","6","0","0","0","1","0","10/2",,,,,,,,,
"2016","20030031","김경록","B3","20","59","1","2","6","12","14","36","11","8","11","8","0","0","0","0","0","10/2",,,,,,,,,
"2016","20030033","김계현","S3","20","60","13","22","7","33","5","42","9","7","10","9","0","0","0","0","0","10/2",,,,,,,,,
"2016","20030034","김광록","B3","18","54","0","0","3","6","10","24","7","7","15","12","0","0","0","0","0","10/2",,,,,,,,,
"2016","20030036","김명중","B1","18","55","11","20","6","31","5","40","9","8","11","5","0","0","0","0","0","10/2",,,,,,,,,
"2016","20030040","김일권","A2","19","59","11","19","7","31","2","34","10","11","12","6","0","0","0","0","0","10/2",,,,,,,,,
"2016","20030045","김종훈","B1","21","64","2","3","3","8","12","27","13","13","6","14","0","0","0","0","1","10/2",,,,,,,,,
"2016","20030046","김준호","B2","19","58","1","2","8","16","9","31","6","11","13","10","0","0","0","0","0","10/2",,,,,,,,,
"2016","20030048","김태호","B3","18","52","0","0","3","6","6","17","9","11","10","11","0","0","1","2","0","10/2",,,,,,,,,
"2016","20030050","남정일","B2","21","63","2","3","6","13","14","35","9","22","6","4","0","0","0","0","0","10/2",,,,,,,,,
"2016","20030051","류군희","A2","16.5","51","5","10","3","16","6","27","5","14","8","10","0","0","0","0","0","10/2",,,,,,,,,
"2016","20030052","박정식","A3","20","60","6","10","21","45","16","72","5","7","2","2","0","0","0","1","0","10/2",,,,,,,,,
"2016","20030059","유진용","B2","19","56","0","0","6","11","10","29","3","11","14","11","0","0","1","0","0","10/2",,,,,,,,,
"2016","20030060","이경수","B3","20","63","3","5","4","11","7","22","18","17","9","4","0","0","0","1","0","10/2",,,,,,,,,
"2016","20030062","이은우","A2","20","61","9","15","10","31","2","34","12","10","10","8","0","0","0","0","0","10/2",,,,,,,,,
"2016","20030064","이호환","B3","20","60","2","3","4","10","5","18","6","6","15","22","0","0","0","0","0","10/2",,,,,,,,,
"2016","20030066","장남혁","B3","20","58","0","0","7","12","7","24","10","9","17","8","0","0","0","0","0","10/2",,,,,,,,,
"2016","20030068","정주상","B2","21","65","11","17","13","37","12","55","13","9","6","1","0","0","0","0","0","10/2",,,,,,,,,
"2016","20030069","정진호","B3","19","58","1","2","3","7","9","22","14","11","10","10","0","0","0","0","0","10/2",,,,,,,,,
"2016","20030070","정현섭","A3","21","65","12","18","7","29","9","43","8","12","9","8","0","0","0","0","0","10/2",,,,,,,,,
"2016","20030072","조영일","B3","19","57","0","0","7","12","1","14","6","7","12","24","0","0","0","0","0","10/2",,,,,,,,,
"2016","20030074","최성일","A3","20.5","64","20","31","16","56","7","67","6","3","5","6","0","0","0","1","0","10/2",,,,,,,,,
"2016","20030076","최종태","B2","18","54","4","7","6","19","16","48","10","9","4","5","0","0","0","0","0","10/2",,,,,,,,,
"2016","20040001","고재성","B1","19.5","60","9","15","12","35","11","53","4","6","5","13","0","0","0","0","0","11/2",,,,,,,,,
"2016","20040002","공민규","A2","20","58","7","12","17","41","14","66","9","4","2","4","0","0","1","0","0","11/1",,,,,,,,,
"2016","20040003","공민우","S3","19","58","3","5","15","31","12","52","8","7","3","10","0","0","0","0","0","11/1",,,,,,,,,
"2016","20040005","기범석","B2","19","56","2","4","7","16","13","39","15","8","5","5","0","0","1","0","0","11/4",,,,,,,,,
"2016","20040006","김경환","A3","18","54","11","20","8","35","9","52","6","5","10","5","0","0","0","0","0","11/6",,,,,,,,,
"2016","20040007","김근영","S2","19","57","15","26","4","33","1","35","8","10","10","8","1","0","0","0","0","11/1",,,,,,,,,
"2016","20040009","김민욱","A2","15","44","8","18","5","30","3","36","5","8","6","8","0","0","0","1","0","11/5",,,,,,,,,
"2016","20040010","김배영","S3","19.5","60","10","17","8","30","9","45","11","6","7","9","0","0","0","0","0","11/1",,,,,,,,,
"2016","20040011","김선우","B1","19","55","0","0","2","4","10","22","15","6","15","6","0","0","0","1","0","11/3",,,,,,,,,
"2016","20040012","김성수","B2","20","61","0","0","2","3","12","23","8","16","15","8","0","0","0","0","0","11/4",,,,,,,,,
"2016","20040013","김형우","B2","20","60","3","5","5","13","16","40","8","9","10","9","0","0","0","0","0","11/5",,,,,,,,,
"2016","20040014","김성용","B3","19","57","4","7","6","18","9","33","2","14","7","14","0","0","0","1","0","11/5",,,,,,,,,
"2016","20040016","김성헌","A2","21","63","13","21","6","30","4","37","8","6","10","15","0","0","0","1","0","11/3",,,,,,,,,
"2016","20040018","김유승","A2","20","62","1","2","11","19","15","44","7","8","12","8","0","0","0","0","0","11/1",,,,,,,,,
"2016","20040022","김재웅","A1","21","65","13","20","23","55","7","66","9","6","5","2","0","0","0","0","0","11/3",,,,,,,,,
"2016","20040023","김종력","S1","18","58","3","5","14","29","11","48","14","10","4","1","0","0","0","1","0","11/2",,,,,,,,,
"2016","20040024","김기동","A2","20.5","62","24","39","10","55","6","65","2","4","10","6","0","0","0","0","0","11/3",,,,,,,,,
"2016","20040028","김현경","S1","22.5","69","37","54","15","75","9","88","3","5","0","0","0","0","0","0","0","11/2",,,,,,,,,
"2016","20040030","김희택","B1","19","61","8","13","7","25","11","43","5","5","15","10","0","0","0","0","0","11/30",,,,,,,,,
"2016","20040032","노상민","B2","22","66","1","2","8","14","14","35","14","11","8","10","0","0","0","0","0","11/1",,,,,,,,,
"2016","20040039","박태호","B1","23","71","5","7","20","35","19","62","6","5","6","10","0","0","0","0","0","11/2",,,,,,,,,
"2016","20040040","박훈재","S3","21.5","69","18","26","7","36","5","43","10","10","11","8","0","0","0","0","0","11/5",,,,,,,,,
"2016","20040041","박희운","B1","20","62","8","13","7","24","4","31","11","12","10","10","0","0","0","0","0","11/1",,,,,,,,,
"2016","20040042","백장문","A3","18","58","5","9","8","22","7","34","10","12","10","6","0","0","0","0","0","11/2",,,,,,,,,
"2016","20040043","신균섭","B3","21","65","0","0","3","5","6","14","8","14","21","12","0","0","1","1","0","11/4",,,,,,,,,
"2016","20040045","양희진","A1","21.5","64","21","33","14","55","10","70","5","1","7","2","0","0","4","0","0","11/1",,,,,,,,,
"2016","20040046","여동환","A1","20","60","17","28","10","45","7","57","5","3","5","11","2","0","0","0","0","11/5",,,,,,,,,
"2016","20040047","오진우","A2","21","64","4","6","13","27","7","38","14","13","8","5","0","0","0","0","0","11/2",,,,,,,,,
"2016","20040052","유상용","B1","18.5","56","12","21","12","43","9","59","5","7","10","1","0","0","0","0","0","11/2",,,,,,,,,
"2016","20040053","유승우","B1","20.5","60","6","10","14","33","2","37","2","8","11","16","0","0","1","0","0","11/6",,,,,,,,,
"2016","20040054","유주현","B1","18","54","8","15","7","28","4","35","9","10","11","5","0","0","0","0","0","11/2",,,,,,,,,
"2016","20040056","이길은","B3","19","60","1","2","5","10","5","18","10","11","13","15","0","0","0","0","0","11/2",,,,,,,,,
"2016","20040059","이상준","B2","18","53","5","9","6","21","9","38","6","9","9","8","0","0","0","1","0","11/2",,,,,,,,,
"2016","20040060","이수민","B3","10","29","1","3","1","7","4","21","6","6","7","3","0","0","0","1","0","11/5",,,,,,,,,
"2016","20040064","이종필","B2","19","52","6","12","5","21","6","33","9","6","6","11","0","0","1","2","0","11/4",,,,,,,,,
"2016","20040065","이주민","B2","21","63","2","3","9","17","13","38","23","7","6","2","0","0","0","1","0","11/2",,,,,,,,,
"2016","20040066","이창용","A1","19.5","60","29","48","8","62","3","67","2","5","7","6","0","0","0","0","0","11/2",,,,,,,,,
"2016","20040068","이현석","B3","19","57","1","2","2","5","3","11","8","16","10","17","0","0","0","0","0","11/6",,,,,,,,,
"2016","20040069","이현재","B3","20","61","2","3","5","11","5","20","10","14","12","13","0","0","0","0","0","11/3",,,,,,,,,
"2016","20040071","이희석","B3","18","52","12","23","8","38","5","48","4","4","5","12","0","0","2","1","0","11/4",,,,,,,,,
"2016","20040073","임범석","A3","21","63","8","13","6","22","5","30","14","8","9","13","0","0","0","0","0","11/4",,,,,,,,,
"2016","20040074","임세윤","A3","19","60","12","20","10","37","12","57","4","14","4","4","0","0","0","0","0","11/1",,,,,,,,,
"2016","20040077","장인석","S3","22.5","68","32","47","8","59","8","71","3","6","3","6","0","0","2","0","0","11/6",,,,,,,,,
"2016","20040079","장태찬","A1","19.5","60","14","23","17","52","13","73","9","0","5","1","0","0","1","0","0","11/1",,,,,,,,,
"2016","20040080","전창훈","B3","18","55","0","0","5","9","8","24","9","12","12","9","0","0","0","0","0","11/3",,,,,,,,,
"2016","20040082","정영기","B3","17","51","1","2","4","10","8","25","12","13","11","2","0","0","0","0","0","11/6",,,,,,,,,
"2016","20040084","정재성","A2","20.5","63","17","27","8","40","7","51","8","7","6","10","0","0","0","0","0","11/3",,,,,,,,,
"2016","20040085","정휘성","A3","19","58","0","0","4","7","9","22","14","14","8","9","0","0","0","0","0","11/4",,,,,,,,,
"2016","20040088","조현옥","A1","20","57","10","18","15","44","12","65","9","2","2","4","0","0","2","1","0","11/1",,,,,,,,,
"2016","20040091","주성민","B3","17","52","3","6","3","12","11","33","8","8","9","10","0","0","0","0","0","11/6",,,,,,,,,
"2016","20040092","김성진","B1","22","66","7","11","14","32","12","50","7","13","9","4","0","0","0","0","0","11/3",,,,,,,,,
"2016","20040095","한동윤","B3","20","62","1","2","5","10","8","23","10","13","13","11","0","0","0","1","0","11/2",,,,,,,,,
"2016","20040096","한임식","B3","18.5","56","5","9","2","13","7","25","14","13","9","6","0","0","0","0","0","11/4",,,,,,,,,
"2016","20040097","허동혁","B1","20","60","1","2","9","17","8","30","11","8","15","7","0","0","1","1","0","11/1",,,,,,,,,
"2016","20040099","황순철","S1","20","60","27","45","16","72","9","87","3","2","0","1","0","0","0","2","0","11/1",,,,,,,,,
"2016","20050001","강동진","B1","19.5","58","9","16","22","53","8","67","6","7","1","4","0","0","0","1","0","12/1",,,,,,,,,
"2016","20050003","공동식","B3","2","6","1","17","3","67","0","67","0","1","0","1","0","0","0","0","0","12/3",,,,,,,,,
"2016","20050004","구동훈","A1","18.5","59","6","10","9","25","7","37","10","6","9","12","0","0","0","0","0","12/4",,,,,,,,,
"2016","20050005","구상신","A3","19","58","15","26","5","34","8","48","7","6","8","8","0","0","1","0","0","12/5",,,,,,,,,
"2016","20050006","김기홍","B3","19","59","0","0","1","2","13","24","11","13","12","9","0","0","0","0","0","12/6",,,,,,,,,
"2016","20050007","김득희","A2","18","54","11","20","11","41","12","63","5","9","2","3","0","0","1","1","0","12/7",,,,,,,,,
"2016","20050008","김만섭","A3","20","60","1","2","2","5","13","27","7","9","15","13","0","0","0","0","0","12/8",,,,,,,,,
"2016","20050009","김무진","B1","20","60","1","2","1","3","6","13","13","10","15","12","0","0","0","2","0","12/9",,,,,,,,,
"2016","20050011","김성근","A2","18","54","12","22","3","28","3","33","3","4","12","17","0","0","0","0","0","12/11",,,,,,,,,
"2016","20050012","김세준","B2","19","58","1","2","5","10","13","33","16","10","7","6","0","0","0","0","0","12/12",,,,,,,,,
"2016","20050014","김시국","A2","19.5","61","13","21","9","36","7","48","4","13","4","11","0","0","0","0","0","12/14",,,,,,,,,
"2016","20050015","김영곤","A1","19","57","9","16","13","39","6","49","5","10","6","6","1","0","0","1","0","12/15",,,,,,,,,
"2016","20050016","김용묵","B2","20","59","5","8","13","31","11","49","17","6","4","2","0","0","0","1","0","12/16",,,,,,,,,
"2016","20050017","김일규","A2","17","52","7","13","7","27","5","37","3","6","10","14","0","0","0","0","0","12/17",,,,,,,,,
"2016","20050018","김종성","B2","20","59","13","22","7","34","6","44","7","7","7","11","0","0","1","1","0","12/18",,,,,,,,,
"2016","20050019","김종재","A2","21","65","13","20","12","38","12","57","10","5","7","6","0","0","0","0","0","12/19",,,,,,,,,
"2016","20050021","김창수","B1","20","61","18","30","7","41","2","44","5","6","6","15","0","0","1","1","0","12/21",,,,,,,,,
"2016","20050022","김태오","B1","15","45","5","11","4","20","5","31","5","5","12","9","0","0","0","0","0","12/22",,,,,,,,,
"2016","20050023","김태원","B2","20","60","4","7","7","18","12","38","8","7","10","12","0","0","0","0","0","12/23",,,,,,,,,
"2016","20050025","노성현","A3","19.5","59","10","17","7","29","6","39","7","7","5","17","0","0","0","0","0","12/25",,,,,,,,,
"2016","20050026","류재은","A2","19.5","57","9","16","6","26","5","35","4","6","15","12","0","0","0","0","0","12/26",,,,,,,,,
"2016","20080007","김성호","B1","20","61","11","18","6","28","3","33","8","6","7","19","0","0","1","0","0","15/1",,,,,,,,,
"2016","20080009","김정태","A1","20","61","11","18","10","34","7","46","8","8","12","5","0","0","0","0","0","15/1",,,,,,,,,
"2016","20080010","김종현","A3","20","58","0","0","7","12","5","21","12","13","7","12","0","0","0","2","0","15/1",,,,,,,,,
"2016","20080011","나선운","B3","10","30","1","3","1","7","3","17","4","3","9","9","0","0","0","0","0","15/1",,,,,,,,,
"2016","20080012","류재민","S2","18","53","5","9","17","42","9","58","5","3","4","9","0","0","1","0","0","15/1",,,,,,,,,
"2016","20080014","박대한","A1","20","60","5","8","6","18","4","25","15","18","5","7","0","0","0","0","0","15/1",,,,,,,,,
"2016","20080015","박상훈","A2","21","63","12","19","5","27","10","43","11","5","10","10","0","0","0","0","0","15/1",,,,,,,,,
"2016","20080016","박진홍","B3","5","15","0","0","0","0","0","0","4","2","6","3","0","0","0","0","0","15/1",,,,,,,,,
"2016","20080017","손동진","A1","21.5","64","15","23","9","38","2","41","3","8","10","16","0","0","1","0","0","15/1",,,,,,,,,
"2016","20080019","오기현","B1","19","57","4","7","14","32","9","47","8","6","9","6","0","0","1","0","0","15/1",,,,,,,,,
"2016","20080020","우성식","A1","19.5","61","16","26","7","38","6","48","6","10","8","7","1","0","0","0","0","15/1",,,,,,,,,
"2016","20080021","이근우","B2","20","60","3","5","11","23","9","38","6","15","7","8","0","0","0","1","0","15/1",,,,,,,,,
"2016","20080022","이민우",,"6","18","7","39","4","61","2","72","2","3","0","0","0","0","0","0","0","15/1",,,,,,,,,
"2016","20080023","이욱동","S1","16","48","7","15","9","33","12","58","8","5","3","2","0","0","1","2","0","15/1",,,,,,,,,
"2016","20080024","정재민",,"2","6","0","0","0","0","0","0","0","0","4","2","0","0","0","0","0","15/1",,,,,,,,,
"2016","20080025","최대용","A1","18","57","9","16","9","32","7","44","10","10","4","8","0","0","0","0","0","15/1",,,,,,,,,
"2016","20080026","최유선","B1","21","64","9","14","9","28","11","45","7","4","9","15","0","0","0","0","0","15/1",,,,,,,,,
"2016","20080027","한상헌","B1","21","64","22","34","10","50","5","58","5","3","7","11","0","0","1","0","0","15/1",,,,,,,,,
"2016","20080028","황영근","A1","22.5","68","9","13","24","49","15","71","7","5","6","1","0","0","1","0","0","15/1",,,,,,,,,
"2016","20090001","강대훈","A3","19.5","61","17","28","18","57","6","67","5","6","4","3","0","0","2","0","0","16/1",,,,,,,,,
"2016","20090002","구광규","B2","21","64","4","6","8","19","18","47","12","8","6","8","0","0","0","0","0","16/1",,,,,,,,,
"2016","20090003","김승영","A3","20","59","9","15","7","27","14","51","15","2","6","5","0","0","1","0","0","16/3",,,,,,,,,
"2016","20090004","김원정","S2","20","62","4","6","12","26","16","52","11","9","6","3","0","0","1","0","0","16/1",,,,,,,,,
"2016","20090005","김주동","S3","18","55","13","24","11","44","7","56","7","6","6","4","0","0","1","0","0","16/1",,,,,,,,,
"2016","20090006","김지훈","B1","20","60","14","23","3","28","10","45","7","13","6","7","0","0","0","0","0","16/2",,,,,,,,,
"2016","20090007","김철민","A1","20.5","62","16","26","20","58","10","74","6","5","2","2","0","0","1","0","0","16/2",,,,,,,,,
"2016","20090008","문승기","A3","20","61","4","7","7","18","9","33","11","12","4","12","0","0","0","2","0","16/3",,,,,,,,,
"2016","20090009","박성현","S1","21","66","13","20","13","39","19","68","8","7","2","3","0","0","1","0","0","16/1",,,,,,,,,
"2016","20090010","박정환","B3","14","40","0","0","5","13","5","25","10","9","4","6","0","0","1","0","0","16/2",,,,,,,,,
"2016","20090012","손용호","A2","16","49","1","2","11","24","13","51","8","8","4","3","0","0","1","0","0","16/3",,,,,,,,,
"2016","20090013","양희천","S1","20","60","15","25","16","52","6","62","7","7","4","3","0","0","1","1","0","16/3",,,,,,,,,
"2016","20090014","유경원","A1","20","60","9","15","4","22","8","35","18","9","5","7","0","0","0","0","0","16/3",,,,,,,,,
"2016","20090015","윤건호","B3","21","63","0","0","3","5","7","16","18","19","8","8","0","0","0","0","0","16/3",,,,,,,,,
"2016","20090016","이명현","S1","22.5","68","35","51","11","68","3","72","6","4","5","4","0","0","0","0","0","16/1",,,,,,,,,
"2016","20090017","이성용","S3","19","60","6","10","9","25","10","42","13","3","6","13","0","0","0","0","0","16/1",,,,,,,,,
"2016","20090018","이재우","A3","21","65","4","6","5","14","12","32","18","11","11","4","0","0","0","0","0","16/2",,,,,,,,,
"2016","20090019","이주하","B1","16.5","50","7","14","15","44","8","60","4","1","8","7","0","0","0","0","0","16/2",,,,,,,,,
"2016","20090020","이현구","SS","14.5","42","34","81","0","81","3","88","1","1","0","1","0","0","2","0","0","16/1",,,,,,,,,
"2016","20090021","임환직","A2","21","63","8","13","16","38","11","56","9","9","6","4","0","0","0","0","0","16/3",,,,,,,,,
"2016","20090022","장경동","A2","20","61","3","5","11","23","16","49","12","10","6","3","0","0","0","0","0","16/2",,,,,,,,,
"2016","20090023","전종헌","A1","21.5","66","9","14","15","36","9","50","5","12","5","11","0","0","0","0","0","16/1",,,,,,,,,
"2016","20090024","정동완","A2","18.5","53","16","30","17","62","5","72","3","5","2","3","0","0","2","0","0","16/2",,,,,,,,,
"2016","20090025","정연교","S2","20","60","11","18","5","27","7","38","9","9","13","6","0","0","0","0","0","16/2",,,,,,,,,
"2016","20090026","정윤건","S3","21.5","65","17","26","7","37","6","46","4","8","14","9","0","0","0","0","0","16/3",,,,,,,,,
"2016","20090027","조용현","A2","20","61","6","10","20","43","10","59","11","3","5","6","0","0","0","0","0","16/1",,,,,,,,,
"2016","20090028","주윤호","B1","19","57","1","2","11","21","6","32","8","9","13","8","0","0","1","1","0","16/2",,,,,,,,,
"2016","20090029","최근식","A3","21","66","10","15","15","38","7","48","10","5","11","8","0","0","0","0","0","16/3",,,,,,,,,
"2016","20090030","최성우","A2","20","60","5","8","8","22","11","40","13","10","6","7","0","0","0","0","0","16/2",,,,,,,,,
"2016","20100001","곽현명","S3","20.5","63","20","32","4","38","4","44","4","9","12","9","0","0","1","0","0","17/1",,,,,,,,,
"2016","20100002","김민균","S3","19.5","60","7","12","4","18","8","32","8","11","13","9","0","0","0","0","0","17/1",,,,,,,,,
"2016","20100003","김성현","A1","19","59","13","22","6","32","4","39","14","13","6","3","0","0","0","0","0","17/1",,,,,,,,,
"2016","20100004","김재국","A2","19","58","6","10","14","34","8","48","5","8","6","11","0","0","0","0","0","17/1",,,,,,,,,
"2016","20100006","김태훈","A2","19.5","56","10","18","9","34","10","52","5","8","8","5","0","0","1","0","0","17/1",,,,,,,,,
"2016","20100007","김형완","S1","21","65","15","23","16","48","14","69","9","5","3","3","0","0","0","0","0","17/1",,,,,,,,,
"2016","20100008","나현욱","B2","17.5","56","7","13","9","29","9","45","5","8","8","10","0","0","0","0","0","17/1",,,,,,,,,
"2016","20100009","남용찬","A3","15","45","6","13","6","27","3","33","9","11","5","4","0","0","0","1","0","17/1",,,,,,,,,
"2016","20100010","성정후","A1","21.5","66","12","18","7","29","9","42","11","14","10","3","0","0","0","0","0","17/1",,,,,,,,,
"2016","20100011","송승현","A2","20","60","2","3","10","20","18","50","10","12","6","2","0","0","0","0","0","17/1",,,,,,,,,
"2016","20100012","오태걸","B1","21","64","9","14","1","16","3","20","6","18","16","11","0","0","0","0","0","17/1",,,,,,,,,
"2016","20100013","유태복","S1","22","66","9","14","23","48","10","64","5","5","9","5","0","0","0","0","0","17/1",,,,,,,,,
"2016","20100014","이범석","B2","20","58","1","2","7","14","12","34","9","9","10","10","0","0","0","0","0","17/1",,,,,,,,,
"2016","20100015","이상현","A2","18","54","2","4","16","33","14","59","10","3","4","4","0","0","1","1","0","17/1",,,,,,,,,
"2016","20100016","이정우","S1","20.5","65","23","35","17","62","10","77","6","4","1","4","0","0","0","0","0","17/1",,,,,,,,,
"2016","20100017","인치환","S2","16.5","50","10","20","7","34","12","58","6","6","4","3","0","0","1","2","0","17/1",,,,,,,,,
"2016","20100018","임명준","B2","21","63","2","3","12","22","11","40","11","11","9","7","0","0","0","0","0","17/1",,,,,,,,,
"2016","20100019","전영규","S1","21","64","21","33","22","67","7","78","4","5","5","0","0","0","0","0","0","17/1",,,,,,,,,
"2016","20100020","조동우","B1","19","57","10","18","14","42","9","58","11","5","4","4","0","0","0","0","0","17/1",,,,,,,,,
"2016","20100021","최민호","S2","20.5","64","27","42","11","59","8","72","5","9","3","1","0","0","0","0","0","17/1",,,,,,,,,
"2016","20100023","홍현기","A1","17","51","6","12","3","18","4","25","7","10","9","9","2","0","1","0","1","17/1",,,,,,,,,
"2016","20110001","강진남","S1","20","62","19","31","13","52","13","73","6","6","4","0","1","0","0","0","0","18/1",,,,,,,,,
"2016","20110002","김홍건","A3","21.5","65","34","52","6","62","7","72","4","4","3","5","0","0","1","1","0","18/1",,,,,,,,,
"2016","20110003","문현진","B1","15","45","2","4","11","29","7","44","12","7","2","4","0","0","0","0","0","18/1",,,,,,,,,
"2016","20110004","박경태","B2","21","65","5","8","6","17","7","28","12","15","9","11","0","0","0","0","0","18/1",,,,,,,,,
"2016","20110005","박상서","A2","18.5","54","9","17","5","26","6","37","7","13","5","8","0","0","0","1","0","18/1",,,,,,,,,
"2016","20110006","박용범","SS","16.5","48","43","90","3","96","0","96","1","0","0","0","0","0","1","1","0","18/1",,,,,,,,,
"2016","20110007","서한글","B1","21","64","6","9","10","25","10","41","5","11","14","7","0","0","1","0","0","18/1",,,,,,,,,
"2016","20110008","신은섭","S1","18","56","24","43","14","68","6","79","6","3","1","1","0","0","0","1","0","18/1",,,,,,,,,
"2016","20110009","신현엄","B3","18","58","1","2","8","16","10","33","16","8","8","6","0","0","1","0","0","18/1",,,,,,,,,
"2016","20110010","원신재","S2","18","56","16","29","3","34","6","45","8","10","9","4","0","0","0","0","0","18/1",,,,,,,,,
"2016","20110011","유성철","A1","18.5","58","21","36","16","64","6","74","5","4","2","3","0","0","0","1","0","18/1",,,,,,,,,
"2016","20110012","윤여범","A1","18.5","56","18","32","7","45","12","66","9","5","2","2","0","0","1","0","0","18/1",,,,,,,,,
"2016","20110013","윤창호","A3","20","58","15","26","6","36","7","48","11","7","4","6","0","0","1","1","0","18/1",,,,,,,,,
"2016","20110014","윤현준","S3","15.5","48","14","29","13","56","1","58","5","2","5","7","0","0","0","1","0","18/1",,,,,,,,,
"2016","20110015","이진웅","S3","18","54","19","35","6","46","8","61","6","7","2","5","0","0","1","1","0","18/1",,,,,,,,,
"2016","20110016","임대승","A2","20.5","64","22","34","14","56","12","75","6","5","4","1","0","0","0","0","0","18/1",,,,,,,,,
"2016","20110017","정대창","S3","20","60","14","23","14","47","7","58","6","3","9","7","0","0","0","0","0","18/1",,,,,,,,,
"2016","20110018","정재완","S2","19","59","7","12","6","22","18","53","10","13","2","2","0","0","0","1","0","18/1",,,,,,,,,
"2016","20110019","조  택","A1","20.5","60","9","15","7","27","14","50","10","7","5","7","0","0","0","1","0","18/1",,,,,,,,,
"2016","20110020","천호성","S3","20","62","11","18","8","31","3","35","9","10","11","10","0","0","0","0","0","18/1",,,,,,,,,
"2016","20110021","하동성","B1","19","59","17","29","8","42","4","49","9","5","5","10","0","0","0","0","1","18/1",,,,,,,,,
"2016","20110022","황무현","S2","19","56","4","7","12","29","15","55","3","10","8","2","0","0","2","0","0","18/1",,,,,,,,,
"2016","20120001","고재필","B2","19","58","6","10","6","21","20","55","13","5","4","3","0","0","0","1","0","19/1",,,,,,,,,
"2016","20120002","김기범","A2","16","50","13","26","10","46","9","64","3","5","8","1","0","0","0","1","0","19/1",,,,,,,,,
"2016","20120003","김승현","A3","19","57","4","7","3","12","9","28","12","10","11","7","0","0","1","1","0","19/1",,,,,,,,,
"2016","20120004","김연호","A3","20","61","3","5","4","11","12","31","11","10","13","8","0","0","0","0","0","19/1",,,,,,,,,
